Level,Date and Time,Source,Event ID,Task Category
Warning,6/21/2018 9:14:08 AM,Microsoft-Windows-DNS-Client,8019,(1028),"The system failed to register host (A or AAAA) resource records (RRs) for network adapter
with settings:

           Adapter Name : {D8E1E31A-6CDC-4DF9-A781-06398854202A}
           Host Name : 45212MLIU-7
           Primary Domain Suffix : corp.premierinc.com
           DNS server list :
             	206.71.92.6, 206.71.92.5
           Sent update to server : 10.32.2.53:53
           IP Address(es) :
             206.71.92.121

The reason the system could not register these RRs was because of a security related problem. The cause of this could be (a) your computer does not have permissions to register and update the specific DNS domain name set for this adapter, or (b) there might have been a problem negotiating valid credentials with the DNS server during the processing of the update request.

You can manually retry DNS registration of the network adapter and its settings by typing 'ipconfig /registerdns' at the command prompt. If problems still persist, contact your DNS server or network systems administrator. See event details for specific error code information."
Warning,6/21/2018 9:14:05 AM,Microsoft-Windows-DNS-Client,8019,(1028),"The system failed to register host (A or AAAA) resource records (RRs) for network adapter
with settings:

           Adapter Name : {D8E1E31A-6CDC-4DF9-A781-06398854202A}
           Host Name : 45212MLIU-7
           Primary Domain Suffix : corp.premierinc.com
           DNS server list :
             	206.71.92.6, 206.71.92.5
           Sent update to server : 10.32.2.53:53
           IP Address(es) :
             206.71.92.121

The reason the system could not register these RRs was because of a security related problem. The cause of this could be (a) your computer does not have permissions to register and update the specific DNS domain name set for this adapter, or (b) there might have been a problem negotiating valid credentials with the DNS server during the processing of the update request.

You can manually retry DNS registration of the network adapter and its settings by typing 'ipconfig /registerdns' at the command prompt. If problems still persist, contact your DNS server or network systems administrator. See event details for specific error code information."
Warning,6/21/2018 9:14:04 AM,Microsoft-Windows-DNS-Client,8019,(1028),"The system failed to register host (A or AAAA) resource records (RRs) for network adapter
with settings:

           Adapter Name : {D8E1E31A-6CDC-4DF9-A781-06398854202A}
           Host Name : 45212MLIU-7
           Primary Domain Suffix : corp.premierinc.com
           DNS server list :
             	206.71.92.6, 206.71.92.5
           Sent update to server : 10.32.2.53:53
           IP Address(es) :
             206.71.92.121

The reason the system could not register these RRs was because of a security related problem. The cause of this could be (a) your computer does not have permissions to register and update the specific DNS domain name set for this adapter, or (b) there might have been a problem negotiating valid credentials with the DNS server during the processing of the update request.

You can manually retry DNS registration of the network adapter and its settings by typing 'ipconfig /registerdns' at the command prompt. If problems still persist, contact your DNS server or network systems administrator. See event details for specific error code information."
Information,6/21/2018 9:14:02 AM,Microsoft-Windows-Time-Service,37,None,The time provider NtpClient is currently receiving valid time data from C11PICORPDC1.corp.premierinc.com (ntp.d|0.0.0.0:123->10.10.240.117:123).
Warning,6/21/2018 9:14:01 AM,Microsoft-Windows-DNS-Client,8019,(1028),"The system failed to register host (A or AAAA) resource records (RRs) for network adapter
with settings:

           Adapter Name : {D8E1E31A-6CDC-4DF9-A781-06398854202A}
           Host Name : 45212MLIU-7
           Primary Domain Suffix : corp.premierinc.com
           DNS server list :
             	206.71.92.6, 206.71.92.5
           Sent update to server : 10.32.2.53:53
           IP Address(es) :
             206.71.92.121

The reason the system could not register these RRs was because of a security related problem. The cause of this could be (a) your computer does not have permissions to register and update the specific DNS domain name set for this adapter, or (b) there might have been a problem negotiating valid credentials with the DNS server during the processing of the update request.

You can manually retry DNS registration of the network adapter and its settings by typing 'ipconfig /registerdns' at the command prompt. If problems still persist, contact your DNS server or network systems administrator. See event details for specific error code information."
Warning,6/21/2018 9:14:00 AM,Microsoft-Windows-Time-Service,129,None,NtpClient was unable to set a domain peer to use as a time source because of discovery error. NtpClient will try again in 15 minutes and double the reattempt interval thereafter. The error was: The entry is not found. (0x800706E1)
Warning,6/21/2018 9:14:00 AM,Microsoft-Windows-Time-Service,129,None,NtpClient was unable to set a domain peer to use as a time source because of discovery error. NtpClient will try again in 15 minutes and double the reattempt interval thereafter. The error was: The entry is not found. (0x800706E1)
Warning,6/21/2018 9:14:00 AM,Microsoft-Windows-Time-Service,129,None,NtpClient was unable to set a domain peer to use as a time source because of discovery error. NtpClient will try again in 15 minutes and double the reattempt interval thereafter. The error was: The entry is not found. (0x800706E1)
Error,6/21/2018 9:14:00 AM,NETLOGON,5719,None,"This computer was not able to set up a secure session with a domain controller in domain CORP due to the following: 
We can't sign you in with this credential because your domain isn't available. Make sure your device is connected to your organization's network and try again. If you previously signed in on this device with another credential, you can sign in with that credential. 
This may lead to authentication problems. Make sure that this computer is connected to the network. If the problem persists, please contact your domain administrator.  

ADDITIONAL INFO 
If this computer is a domain controller for the specified domain, it sets up the secure session to the primary domain controller emulator in the specified domain. Otherwise, this computer sets up the secure session to any domain controller in the specified domain."
Information,6/21/2018 9:13:57 AM,Microsoft-Windows-Power-Troubleshooter,1,None,"The system has returned from a low power state.

Sleep Time: ‎2018‎-‎06‎-‎20T23:37:13.998977600Z
Wake Time: ‎2018‎-‎06‎-‎21T15:13:54.528584300Z

Wake Source: Unknown"
Information,6/21/2018 9:13:56 AM,e1iexpress,32,None,"Intel(R) 82579LM Gigabit Network Connection
 Network link has been established at 1Gbps full duplex.
"
Information,6/21/2018 9:13:54 AM,Microsoft-Windows-Kernel-Boot,32,None,The bootmgr spent 0 ms waiting for user input.
Information,6/21/2018 9:13:54 AM,Microsoft-Windows-Kernel-Boot,18,None,There are 0x1 boot options on this system.
Information,6/21/2018 9:13:54 AM,Microsoft-Windows-Kernel-Boot,27,(33),The boot type was 0x1.
Information,6/21/2018 9:13:54 AM,Microsoft-Windows-Kernel-Boot,25,(32),The boot menu policy was 0x1.
Information,6/21/2018 9:13:54 AM,Microsoft-Windows-Kernel-Boot,30,(21),The firmware reported boot metrics.
Information,6/21/2018 9:13:53 AM,MEIx64,2,None,Intel(R) Management Engine Interface driver has started successfully.
Warning,6/21/2018 9:13:53 AM,e1iexpress,27,None,"Intel(R) 82579LM Gigabit Network Connection
 Network link is disconnected.
"
Information,6/21/2018 9:13:52 AM,Microsoft-Windows-Kernel-Power,105,(100),Power source change.
Information,6/21/2018 9:13:52 AM,Microsoft-Windows-Kernel-General,1,(5),"The system time has changed to ‎2018‎-‎06‎-‎21T15:13:52.500000000Z from ‎2018‎-‎06‎-‎20T23:37:51.200599500Z.

Change Reason: System time synchronized with the hardware clock."
